Loan #,Loan Type,Balance,Rate,Term,Asset,Asset Value
540,Auto Loan,25541,0.049,74,Car,30035
541,Auto Loan,19238.34,0,67,Car,22751
542,Auto Loan,24414.44,0.0625,73,Car,28352
543,Auto Loan,24163.55,0.055,73,Car,27184
544,Auto Loan,31358.62,0,74,Car,31885
545,Auto Loan,25878.94,0.035,74,Car,28846
546,Auto Loan,13951.08,0.025,37,Car,20237
547,Auto Loan,12035.28,0.0559,61,Car,21248
548,Auto Loan,17912.86,0.025,61,Car,27018
549,Auto Loan,42358.79,0.019,61,Car,41106
550,Auto Loan,29376,0.039,74,Car,33139
551,Auto Loan,24972,0.035,74,Car,27442
552,Auto Loan,22540.95,0,62,Car,20713
553,Auto Loan,28008.31,0.025,61,Car,25998
554,Auto Loan,26700,0,61,Car,26089
555,Auto Loan,22780.41,0.049,73,Car,25901
556,Auto Loan,46528.8,0.019,61,Car,44381
557,Auto Loan,24023.3,0.059,73,Car,25430
558,Auto Loan,18896.08,0.0559,73,Car,21828
559,Auto Loan,44951.42,0.0325,62,Car,43347
560,Auto Loan,22325.32,0.035,61,Car,26160
561,Auto Loan,14289.38,0.019,61,Car,30348
562,Auto Loan,33183.13,0.009,62,Car,30139
563,Auto Loan,46639.18,0.0335,76,Car,40706
564,Auto Loan,16960.4,0.045,68,Car,34436
565,Auto Loan,18010.12,0.035,61,Car,24113
566,Auto Loan,28726.91,0.019,62,Car,40641
567,Auto Loan,28551.45,0.06,77,Car,21983
568,Auto Loan,27358.47,0.019,68,Car,21158
569,Auto Loan,35856.06,0.019,61,Car,29356
570,Auto Loan,32674.03,0.0256,77,Car,24691
571,Auto Loan,18198.16,0.045,77,Car,20084
572,Auto Loan,21647.07,0.055,73,Car,29708
573,Auto Loan,9301.69,0.0455,37,Car,18125
574,Auto Loan,9646.46,0.025,74,Car,18848
575,Auto Loan,15488.77,0.029,37,Car,43692
576,Auto Loan,16378.44,0.025,61,Car,37297
577,Auto Loan,29678.91,0.04,61,Car,26419
578,Auto Loan,23663.04,0,49,Car,37236
579,Auto Loan,8840.28,0.019,61,Car,28667
580,Auto Loan,30994.07,0.03,67,Car,40834
581,Auto Loan,34828.72,0.0665,61,Car,25312
582,Auto Loan,24884.55,0.085,73,Car,19897
583,Auto Loan,27171.84,0.0425,61,Car,28061
584,Auto Loan,22276.6,0.0425,76,Car,21031
585,Auto Loan,25657.5,0.025,61,Car,26256
586,Auto Loan,34075,0.075,73,Car,28518
587,Auto Loan,34591.44,0.029,73,Car,25107
588,Auto Loan,16887.2,0.019,61,Car,38219
589,Auto Loan,30951.58,0.055,73,Car,20126
590,Auto Loan,29589.45,0.092,73,Car,23173
591,Auto Loan,27074.28,0.04,73,Car,21942
592,Auto Loan,10500.97,0.0225,61,Car,19897
593,Auto Loan,20619.41,0,62,Car,33584
594,Auto Loan,30189.39,0.035,62,Car,47895
595,Auto Loan,29431,0.052,74,Car,20378
596,Auto Loan,10571.69,0.045,73,Car,34872
597,Auto Loan,23481.06,0.019,62,Car,20473
598,Auto Loan,24165,0.019,62,Car,28683
599,Auto Loan,31866.04,0.019,68,Car,23943
600,Auto Loan,11924.57,0.0355,38,Car,26562
601,Auto Loan,15154.07,0.055,74,Car,23123
602,Auto Loan,27222,0.0825,73,Car,22475
603,Auto Loan,22964.92,0.035,62,Car,41575
604,Auto Loan,42379.81,0.0575,74,Car,29024
605,Auto Loan,31673.53,0.0325,77,Car,34848
606,Auto Loan,25674.59,0.009,62,Car,33094
607,Auto Loan,8001.18,0.035,62,Car,26106
608,Auto Loan,21251.03,0.019,62,Car,26999
609,Auto Loan,45662.36,0.039,73,Car,38493
610,Auto Loan,32043.22,0.019,67,Car,40113
611,Auto Loan,35810.55,0.055,73,Car,30744
612,Auto Loan,44682,0.0425,73,Car,46321
613,Auto Loan,29255.53,0.019,73,Car,31804
614,Auto Loan,22764.24,0.0665,73,Car,19704
615,Auto Loan,21090.59,0.035,62,Car,26029
616,Auto Loan,26000,0.079,73,Car,24222
617,Auto Loan,34902.61,0.0225,67,Car,41051
618,Auto Loan,19940.58,0.035,74,Car,24722
619,Auto Loan,34523.83,0.0625,73,Car,30788
620,Auto Loan,28406,0.065,73,Car,28788
621,Auto Loan,40433.07,0.019,62,Car,42020
622,Auto Loan,22561.41,0.089,74,Car,23436
623,Auto Loan,36432.4,0.095,74,Car,31678
624,Auto Loan,27625.21,0.019,61,Car,28560
625,Auto Loan,25987.95,0.009,68,Car,26078
626,Auto Loan,25002.84,0.0705,73,Car,24222
627,Auto Loan,24663.9,0.019,61,Car,37577
628,Auto Loan,30352.48,0.06,73,Car,27629
629,Auto Loan,19197.33,0.0675,67,Car,16571
630,Auto Loan,40000.01,0.019,67,Car,35674
631,Auto Loan,28624.44,0.019,73,Car,26139
632,Auto Loan,28420.8,0.069,74,Car,34278
633,Auto Loan,26733.55,0,62,Car,22705
634,Auto Loan,23574.25,0.085,74,Car,19995
635,Auto Loan,34438.79,0.029,74,Car,24390
636,Auto Loan,21228,0,62,Car,24787
637,Auto Loan,27052.26,0,62,Car,30975
638,Auto Loan,28042.8,0,61,Car,33988
639,Auto Loan,47922.65,0.009,50,Car,45415
640,Auto Loan,35155.44,0,74,Car,39537
641,Auto Loan,9261.24,0.0275,50,Car,28344
642,Auto Loan,14000,0.029,61,Car,23312
643,Auto Loan,35131.68,0,73,Car,36740
644,Auto Loan,27399.63,0.03,61,Car,45140
645,Auto Loan,38514,0,61,Car,33097
646,Auto Loan,24411.3,0.035,73,Car,28011
647,Auto Loan,36297.07,0.035,73,Car,37801
648,Auto Loan,10000,0.025,49,Car,24230
649,Auto Loan,26034.11,0.045,73,Car,30173
650,Auto Loan,31541.76,0,74,Car,26553
651,Auto Loan,32800.32,0,74,Car,33719
652,Auto Loan,27841.47,0.035,73,Car,33726
653,Auto Loan,30085.15,0.019,73,Car,33556
654,Auto Loan,32552.72,0,73,Car,27911
655,Auto Loan,25496.84,0.025,61,Car,29992
656,Auto Loan,37277.36,0.025,61,Car,37093
657,Auto Loan,27287.86,0,73,Car,27302
658,Auto Loan,49726,0.009,49,Car,41636
659,Auto Loan,34909.67,0.019,61,Car,46984
660,Auto Loan,19947.6,0.035,73,Car,30620
661,Auto Loan,20152.69,0.035,61,Car,22859
662,Auto Loan,17628.75,0.0525,74,Car,20084
663,Auto Loan,19358.56,0.025,68,Car,28810
664,Auto Loan,17113.95,0.0525,73,Car,19250
665,Auto Loan,10792.77,0.029,62,Car,31288
666,Auto Loan,13619.25,0.066,61,Car,10950
667,Auto Loan,26670,0,49,Car,26133
668,Auto Loan,13465.19,0.0505,61,Car,21675
669,Auto Loan,30425.03,0.039,61,Car,28135
670,Auto Loan,15841.72,0.052,73,Car,31225
671,Auto Loan,41091.78,0,49,Car,35512
672,Auto Loan,20000.73,0.019,61,Car,42924
673,Auto Loan,12473.14,0.035,73,Car,35295
674,Auto Loan,16704.4,0.035,37,Car,30323
675,Auto Loan,16458.7,0.019,61,Car,23389
676,Auto Loan,17336.11,0.05,74,Car,19991
677,Auto Loan,16214.37,0,49,Car,34595
678,Auto Loan,23731.11,0.078,73,Car,28043
679,Auto Loan,18999.84,0,49,Car,29663
680,Auto Loan,25789.13,0.0199,62,Car,28136
681,Auto Loan,25683.1,0.029,73,Car,26373
682,Auto Loan,56654.3,0.049,74,Car,46181
683,Auto Loan,16140.84,0.0425,62,Car,25123
684,Auto Loan,30283.89,0.025,61,Car,28075
685,Auto Loan,9720.09,0.029,61,Car,21712
686,Auto Loan,25071.13,0.0705,74,Car,22563
687,Auto Loan,25771,0.085,74,Car,19982
688,Auto Loan,12280.2,0,61,Car,24664
689,Auto Loan,28907,0.029,61,Car,27331
690,Auto Loan,47179.84,0.029,73,Car,36948
691,Auto Loan,27999,0.019,61,Car,35610
692,Auto Loan,19452.08,0.029,74,Car,31541
693,Auto Loan,13045.4,0.0455,49,Car,22711
694,Auto Loan,50767.5,0.029,61,Car,47219
695,Auto Loan,26700.5,0,61,Car,24441
696,Auto Loan,30634.12,0.029,61,Car,38438
697,Auto Loan,16764.14,0.029,61,Car,22765
698,Auto Loan,26802.24,0,49,Car,32864
699,Auto Loan,22460.7,0.039,73,Car,33271
700,Auto Loan,20013,0.045,74,Car,20614
701,Auto Loan,26306.9,0.025,61,Car,26881
702,Auto Loan,27454,0.035,61,Car,46298
703,Auto Loan,23013.98,0.059,74,Car,27471
704,Auto Loan,28508,0.025,61,Car,27000
705,Auto Loan,49344.6,0,61,Car,46300
706,Auto Loan,16279.62,0.0579,74,Car,19807
707,Auto Loan,50692.88,0.019,61,Car,42209
708,Auto Loan,27572.82,0.029,62,Car,36927
709,Auto Loan,26021.52,0,74,Car,28193
710,Auto Loan,26574.17,0.019,61,Car,28314
711,Auto Loan,41662.07,0.039,73,Car,36152
712,Auto Loan,20227.68,0,73,Car,24544
713,Auto Loan,31398.99,0.029,74,Car,35738
714,Auto Loan,32523.5,0.039,74,Car,33051
715,Auto Loan,28874.99,0.019,62,Car,40634
716,Auto Loan,25580.13,0.029,73,Car,26124
717,Auto Loan,49991.72,0.0325,68,Car,47068
718,Auto Loan,21356.44,0.019,62,Car,39087
719,Auto Loan,31215,0.089,74,Car,24697
720,Auto Loan,16349.29,0.035,61,Car,21949
721,Auto Loan,21364.27,0.009,61,Car,33644
722,Auto Loan,17164.92,0.035,61,Car,29847
723,Auto Loan,33554.62,0.069,73,Car,21877
724,Auto Loan,24350.05,0.0575,73,Car,28900
725,Auto Loan,39495.36,0.045,74,Car,31327
726,Auto Loan,31832.27,0.035,73,Car,20904
727,Auto Loan,22311.55,0.025,50,Car,37826
728,Auto Loan,22242.81,0.019,61,Car,27052
729,Auto Loan,15466,0.0499,74,Car,19150
730,Auto Loan,18684.25,0.0525,74,Car,27521
731,Auto Loan,44189.92,0.019,62,Car,37203
732,Auto Loan,44058.33,0.029,74,Car,35122
733,Auto Loan,35272.64,0.025,67,Car,47645
734,Auto Loan,17420.73,0.075,74,Car,20263
735,Auto Loan,23002.97,0.019,61,Car,44080
736,Auto Loan,6236.56,0.0375,67,Car,29790
737,Auto Loan,18315.16,0.051,49,Car,20100
738,Auto Loan,40487.4,0,61,Car,34023
739,Auto Loan,14669.34,0.039,73,Car,23144
740,Auto Loan,28213.04,0.0494,73,Car,30127
741,Auto Loan,33618.59,0.009,61,Car,34962
742,Auto Loan,8279.24,0.06,73,Car,24911
743,Auto Loan,13738.48,0.019,67,Car,19897
744,Auto Loan,21444.11,0.0495,73,Car,17661
745,Auto Loan,20568.47,0.029,73,Car,23380
746,Auto Loan,15162.4,0.035,61,Car,21544
747,Auto Loan,33873.84,0.065,73,Car,27226
748,Auto Loan,35149.8,0.009,61,Car,25956
749,Auto Loan,41411.13,0.039,73,Car,34794
750,Auto Loan,33046.91,0,62,Car,30314
751,Auto Loan,15921.6,0,61,Car,31127
752,Auto Loan,24912,0.089,73,Car,25854
753,Auto Loan,24061,0.009,62,Car,24487
754,Auto Loan,24628.94,0.019,61,Car,23528
755,Auto Loan,26589.24,0.019,74,Car,20898
756,Auto Loan,11962.89,0.0345,50,Car,15552
757,Auto Loan,25331.28,0.059,74,Car,20410
758,Auto Loan,24220.93,0.0325,73,Car,26299
759,Auto Loan,24411.27,0.0325,62,Car,24968
760,Auto Loan,41466.24,0.0225,68,Car,43648
761,Auto Loan,21710.16,0,73,Car,25719
762,Auto Loan,24256.66,0.035,73,Car,30211
763,Auto Loan,28646.89,0.045,74,Car,31776
764,Auto Loan,25632,0,74,Car,28074
765,Auto Loan,27809.24,0.019,62,Car,28697
766,Auto Loan,36322.56,0,73,Car,38254
767,Auto Loan,30139.12,0.059,73,Car,30718
768,Auto Loan,43441.26,0.019,62,Car,38713
769,Auto Loan,21290.68,0.029,72,Car,23911
770,Auto Loan,16762.9,0.035,73,Car,19537
771,Auto Loan,23600,0.055,73,Car,28847
772,Auto Loan,39965.05,0.039,73,Car,40556
773,Auto Loan,30239.28,0,73,Car,33897
774,Auto Loan,43073.87,0.039,74,Car,44623
775,Auto Loan,26783.85,0.035,74,Car,26751
776,Auto Loan,23638.2,0,62,Car,23655
777,Auto Loan,21738.38,0.035,62,Car,27343
778,Auto Loan,29018.18,0.035,73,Car,33401
779,Auto Loan,41573.39,0,74,Car,38223
780,Auto Loan,34509.32,0.009,49,Car,36814
781,Auto Loan,23760,0,74,Car,25988
782,Auto Loan,38725.83,0,73,Car,35122
783,Auto Loan,34031.92,0.019,61,Car,41665
784,Auto Loan,37642.35,0.045,74,Car,33374
785,Auto Loan,19869.12,0,74,Car,24171
786,Auto Loan,28050.81,0.009,62,Car,24178
787,Auto Loan,25896.55,0.035,73,Car,27979
788,Auto Loan,33929.17,0,62,Car,32230
789,Auto Loan,31449.6,0,74,Car,27070
790,Auto Loan,27576.11,0.025,62,Car,35344
791,Auto Loan,60992.09,0.029,61,Car,45178
792,Auto Loan,26809.31,0.035,73,Car,28250
793,Auto Loan,30821.2,0.049,76,Car,33291
794,Auto Loan,21385.3,0.1125,73,Car,18096
795,Auto Loan,40163.4,0,61,Car,33462
796,Auto Loan,29520.31,0.0729,77,Car,19436
797,Auto Loan,25203.4,0.049,74,Car,25748
798,Auto Loan,20807.5,0.04,61,Car,22955
799,Auto Loan,22123.05,0,62,Car,24449
800,Auto Loan,27748.38,0,49,Car,40484
801,Auto Loan,19792.13,0.025,55,Car,25876
802,Auto Loan,28876.1,0.035,62,Car,29332
803,Auto Loan,29386.14,0.019,61,Car,48162
804,Auto Loan,39387.5,0.025,61,Car,38760
805,Auto Loan,13063.09,0.0525,73,Car,22694
806,Auto Loan,33583.59,0.019,61,Car,37154
807,Auto Loan,22278.04,0.035,73,Car,31108
808,Auto Loan,37588.14,0,50,Car,35404
809,Auto Loan,23664,0,49,Car,40947
810,Auto Loan,13681.84,0,62,Car,24674
811,Auto Loan,35136.65,0.055,73,Car,23338
812,Auto Loan,32152,0.075,73,Car,20859
813,Auto Loan,28097.71,0.0825,74,Car,20126
814,Auto Loan,37449.98,0.025,61,Car,34342
815,Auto Loan,41364.08,0.045,73,Car,27541
816,Auto Loan,20000,0.019,61,Car,30381
817,Auto Loan,40869.96,0.019,61,Car,39607
818,Auto Loan,26094.95,0.009,61,Car,22636
819,Auto Loan,53459.04,0,49,Car,40680
820,Auto Loan,48281,0.045,73,Car,31365
821,Auto Loan,53750,0.019,61,Car,48353
822,Auto Loan,32824.1,0.009,61,Car,24891
823,Auto Loan,23332.2,0,61,Car,26081
824,Auto Loan,35610.07,0.052,73,Car,26888
825,Auto Loan,24613,0.086,74,Car,23249
826,Auto Loan,19973.6,0,61,Car,21622
827,Auto Loan,21154.97,0.019,62,Car,28531
828,Auto Loan,21806.04,0,50,Car,41530
829,Auto Loan,32189.94,0.085,73,Car,25563
830,Auto Loan,14908.45,0.025,61,Car,20950
831,Auto Loan,18907.08,0.0625,73,Car,16696
832,Auto Loan,22558.9,0,49,Car,42256
833,Auto Loan,27558,0,62,Car,25853
834,Auto Loan,36374.27,0.019,62,Car,39807
835,Auto Loan,26131.18,0.0525,74,Car,28469
836,Auto Loan,56088.48,0,50,Car,48646
837,Auto Loan,53745.94,0.05,68,Car,46214
838,Auto Loan,18541.42,0,62,Car,24778
839,Auto Loan,21476.41,0.101,73,Car,19400
840,Auto Loan,18722.72,0.009,62,Car,22864
841,Auto Loan,19967.44,0.0675,68,Car,19704
842,Auto Loan,35601.63,0.019,62,Car,41453
843,Auto Loan,8252.06,0,61,Car,17484
844,Auto Loan,28904.93,0.009,61,Car,31269
845,Auto Loan,27425.41,0.019,61,Car,37982
846,Auto Loan,35420.91,0.019,61,Car,41665
847,Auto Loan,27850.83,0.055,73,Car,23314
848,Auto Loan,41884.79,0,49,Car,38467
849,Auto Loan,26594.4,0,61,Car,33957
850,Auto Loan,13500.28,0.029,61,Car,20558
851,Auto Loan,19259,0.029,61,Car,28514
852,Auto Loan,31806.19,0.009,62,Car,36366
853,Auto Loan,21803.95,0.085,74,Car,17195
854,Auto Loan,28894.75,0.0655,74,Car,26000
855,Auto Loan,27768.33,0,61,Car,28011
856,Auto Loan,24402.08,0.0725,73,Car,19707
857,Auto Loan,26714.4,0.0375,74,Car,27028
858,Auto Loan,24896,0,50,Car,33269
859,Auto Loan,15270,0.029,50,Car,25591
860,Auto Loan,13212.7,0,62,Car,21098
861,Auto Loan,18588,0.019,61,Car,41495
862,Auto Loan,30260.93,0.029,73,Car,28674
863,Auto Loan,44770.61,0.029,74,Car,42261
864,Auto Loan,27498.43,0.0225,62,Car,36632
865,Auto Loan,9182.65,0.029,62,Car,32262
866,Auto Loan,21464.55,0.059,74,Car,26867
867,Auto Loan,24349.38,0.035,73,Car,24728
868,Auto Loan,39508.94,0.039,74,Car,28246
869,Auto Loan,38318.66,0.019,67,Car,38102
870,Auto Loan,38142.03,0.019,62,Car,35335
871,Auto Loan,54623.85,0.0325,38,Car,42754
872,Auto Loan,26803.74,0.019,62,Car,23537
873,Auto Loan,16149.38,0,62,Car,21786
874,Auto Loan,46131.49,0.019,49,Car,46335
875,Auto Loan,24821.05,0.0379,74,Car,26335
876,Auto Loan,24863.59,0.0699,73,Car,27302
877,Auto Loan,26895,0.019,62,Car,44618
878,Auto Loan,35032.47,0.039,74,Car,30016
879,Auto Loan,26794.59,0.039,77,Car,35552
880,Auto Loan,14208.63,0.0485,73,Car,17487
881,Auto Loan,34035.19,0.0425,61,Car,26869
882,Auto Loan,22063,0,49,Car,37154
883,Auto Loan,27730.51,0,50,Car,34999
884,Auto Loan,33834.43,0,50,Car,35351
885,Auto Loan,32797.08,0.019,61,Car,33804
886,Auto Loan,48141.5,0.045,62,Car,40986
887,Auto Loan,50517.63,0.019,62,Car,48663
888,Auto Loan,9000,0.029,49,Car,34019
889,Auto Loan,36037.84,0.045,76,Car,40742
890,Auto Loan,70108.13,0.0599,76,Car,62419
891,Auto Loan,40320.61,0.035,67,Car,26964
892,Auto Loan,27141.41,0.0275,76,Car,42584
893,Auto Loan,21696.14,0.0455,73,Car,23075
894,Auto Loan,21321.44,0.019,61,Car,38212
895,Auto Loan,27578,0.0665,74,Car,22271
896,Auto Loan,40000,0.019,61,Car,41651
897,Auto Loan,26496,0.035,74,Car,27241
898,Auto Loan,32951.05,0.039,77,Car,29916
899,Auto Loan,28436.62,0.059,62,Car,28038
900,Auto Loan,24515.24,0.009,62,Car,24698
901,Auto Loan,13911.88,0.0325,26,Car,48747
902,Auto Loan,14950.69,0.009,62,Car,25907
903,Auto Loan,14471.92,0.0475,74,Car,19710
904,Auto Loan,27197.7,0.039,62,Car,31567
905,Auto Loan,34591.33,0.019,62,Car,39870
906,Auto Loan,16358.85,0.009,61,Car,22612
907,Auto Loan,26198.66,0.019,73,Car,33265
908,Auto Loan,10181.47,0.025,37,Car,20872
909,Auto Loan,30659.79,0.039,61,Car,27661
910,Auto Loan,21374.84,0.035,73,Car,27620
911,Auto Loan,24632.18,0.019,61,Car,31854
912,Auto Loan,22672.72,0.05,73,Car,24595
913,Auto Loan,20057.82,0.045,73,Car,29759
914,Auto Loan,14791.33,0.045,33,Car,31946
915,Auto Loan,22183.8,0,61,Car,24982
916,Auto Loan,22565.57,0.035,73,Car,29498
917,Auto Loan,32163.94,0.025,67,Car,23441
918,Auto Loan,22442.4,0.019,61,Car,34562
919,Auto Loan,45896,0.0575,73,Car,30598
920,Auto Loan,37147.69,0.029,73,Car,40372
921,Auto Loan,30306,0.029,73,Car,30051
922,Auto Loan,27147.72,0.0225,61,Car,42550
923,Auto Loan,25538.82,0.0325,62,Car,35321
924,Auto Loan,37469.75,0.0325,62,Car,37420
925,Auto Loan,35580.14,0.019,50,Car,35239
926,Auto Loan,18477.49,0.039,73,Car,38847
927,Auto Loan,67544,0.019,61,Car,55516
928,Auto Loan,20813.96,0.019,62,Car,27210
929,Auto Loan,64766,0.095,74,Car,50709
930,Auto Loan,61866.33,0,61,Car,51621
931,Auto Loan,37960.92,0.025,73,Car,47334
932,Auto Loan,21612.23,0.085,73,Car,20180
933,Auto Loan,51389.5,0,62,Car,42837
934,Auto Loan,23751.08,0.0825,73,Car,20070
935,Auto Loan,34139.09,0,61,Car,34259
936,Auto Loan,26612.35,0.039,73,Car,28238
937,Auto Loan,13378.5,0.0225,61,Car,19975
938,Auto Loan,49858.33,0.035,74,Car,40248
939,Auto Loan,18768.44,0.0325,73,Car,20020
940,Auto Loan,34979.74,0.079,74,Car,27186
941,Auto Loan,36636.48,0,74,Car,37190
942,Auto Loan,51176.59,0.009,49,Car,46102
943,Auto Loan,19397.62,0.0275,50,Car,35129
944,Auto Loan,23922.78,0.025,62,Car,33790
945,Auto Loan,18868.25,0.009,61,Car,22864
946,Auto Loan,27985.03,0.029,73,Car,30315
947,Auto Loan,34537.44,0.025,61,Car,30973
948,Auto Loan,25875.27,0.045,73,Car,28688
949,Auto Loan,40000,0.019,50,Car,44784
950,Auto Loan,27270,0.019,61,Car,41258
951,Auto Loan,51942.98,0.019,67,Car,45475
952,Auto Loan,27476.55,0,62,Car,20032
953,Auto Loan,28802.01,0.029,74,Car,34942
954,Auto Loan,21141.2,0.039,74,Car,25722
955,Auto Loan,30945.19,0.019,62,Car,45839
956,Auto Loan,26450.88,0.039,74,Car,26782
957,Auto Loan,21013.11,0.0375,73,Car,25610
958,Auto Loan,26007.8,0.039,74,Car,27573
959,Auto Loan,23472,0,73,Car,26048
960,Auto Loan,12382.38,0.025,62,Car,32397
961,Auto Loan,28896.51,0.035,74,Car,32901
962,Auto Loan,21500,0.025,62,Car,26875
963,Auto Loan,39033.52,0.019,62,Car,37160
964,Auto Loan,22355.4,0.045,74,Car,28116
965,Auto Loan,17301.12,0.069,73,Car,20465
966,Auto Loan,19352.71,0.035,61,Car,27344
967,Auto Loan,38425.68,0,73,Car,33314
968,Auto Loan,35446.77,0.019,61,Car,37592
969,Auto Loan,29771.17,0.0949,74,Car,25557
970,Auto Loan,21171.15,0.0599,74,Car,22518
971,Auto Loan,29110.62,0.049,74,Car,33866
972,Auto Loan,22924.44,0.039,74,Car,24095
973,Auto Loan,29863.14,0,61,Car,23726
974,Auto Loan,20582.12,0.0599,73,Car,20940
975,Auto Loan,24961.93,0.039,74,Car,23522
976,Auto Loan,31879.8,0,61,Car,30163
977,Auto Loan,28506.57,0.0619,73,Car,27727
978,Auto Loan,14954.45,0.029,61,Car,22652
979,Auto Loan,20920.71,0.049,74,Car,17971
980,Auto Loan,26682.59,0.025,62,Car,24434
981,Auto Loan,24735.04,0.009,62,Car,24747
982,Auto Loan,14196.38,0.035,74,Car,22157
983,Auto Loan,19243.11,0.019,62,Car,29493
984,Auto Loan,17739.85,0.009,62,Car,21899
985,Auto Loan,24550.36,0.019,62,Car,23306
986,Auto Loan,29877.06,0.0705,62,Car,22875
987,Auto Loan,13492.67,0.025,50,Car,22065
988,Auto Loan,30122.23,0.025,26,Car,27819
989,Auto Loan,21978.5,0.025,62,Car,24977
990,Auto Loan,30098.44,0.019,49,Car,68451
991,Auto Loan,14961.92,0.0635,61,Car,12125
992,Auto Loan,64842.75,0.0325,73,Car,42579
993,Auto Loan,24488.91,0.095,73,Car,20348
994,Auto Loan,40755.96,0.0475,76,Car,36018
995,Auto Loan,9770.24,0.035,49,Car,29246
996,Auto Loan,22850.72,0.009,61,Car,24603
997,Auto Loan,25694.21,0.0375,73,Car,39891
998,Auto Loan,20918.62,0.087,73,Car,17497
999,Auto Loan,18032.43,0.045,73,Car,22914
1000,Auto Loan,27550.24,0.019,61,Car,29844
1001,Auto Loan,17322.46,0.019,62,Car,23289
1002,Auto Loan,26022,0.019,61,Car,39941
1003,Auto Loan,18522.36,0.0225,62,Car,20869
1004,Auto Loan,20515.06,0.019,68,Car,23307
1005,Auto Loan,29559.01,0.009,61,Car,28288
1006,Auto Loan,17092.44,0.019,62,Car,31278
1007,Auto Loan,30653.66,0.035,74,Car,23798
1008,Auto Loan,15699.97,0.0635,50,Car,21625
1009,Auto Loan,42993.8,0.035,68,Car,34813
1010,Auto Loan,23265,0.039,74,Car,31387
1011,Auto Loan,22491.76,0.0425,61,Car,33184
1012,Auto Loan,26067.36,0.045,74,Car,21555
1013,Auto Loan,37135.46,0.0425,77,Car,35302
1014,Auto Loan,21907.16,0,49,Car,19951
1015,Auto Loan,27474.79,0.085,73,Car,22272
1016,Auto Loan,28500.61,0.019,74,Car,22817
1017,Auto Loan,8000,0.0455,50,Car,33701
1018,Auto Loan,24394.31,0.075,73,Car,16574
1019,Auto Loan,49374.44,0.052,73,Car,40066
1020,Auto Loan,32873.9,0.0175,68,Car,30196
1021,Auto Loan,26710.84,0.0009,67,Car,25421
1022,Auto Loan,20000,0.019,61,Car,46982
1023,Auto Loan,29489.08,0.07,73,Car,24960
1024,Auto Loan,35298.92,0.0175,67,Car,33782
1025,Auto Loan,16500,0.009,61,Car,25887
1026,Auto Loan,36167.05,0.039,73,Car,34882
1027,Auto Loan,35944.06,0.0725,74,Car,31061
1028,Auto Loan,32502.95,0.0569,74,Car,30456
1029,Auto Loan,26811.18,0.019,73,Car,27100
1030,Auto Loan,22161.75,0.0699,74,Car,18833
1031,Auto Loan,34251.92,0.019,62,Car,39557
1032,Auto Loan,51177.41,0.019,62,Car,45425
1033,Auto Loan,32838.61,0.019,61,Car,47275
1034,Auto Loan,24523.72,0,74,Car,28017
1035,Auto Loan,16116.9,0.009,62,Car,18398
1036,Auto Loan,26605.44,0,74,Car,33438
1037,Auto Loan,29941.77,0,62,Car,33680
1038,Auto Loan,29824.79,0.019,61,Car,39215
1039,Auto Loan,9541.59,0.009,62,Car,36881
1040,Auto Loan,16805.67,0.0365,49,Car,13100
1041,Auto Loan,21388.38,0.035,61,Car,42812
1042,Auto Loan,30221.45,0.045,61,Car,26405
1043,Auto Loan,9123.25,0,49,Car,17661
1044,Auto Loan,22602.49,0,49,Car,28670
1045,Auto Loan,24250.07,0.0575,73,Car,29944
1046,Auto Loan,24277.06,0,50,Car,40138
1047,Auto Loan,18586.83,0.0545,68,Car,20443
1048,Auto Loan,30243.25,0.019,62,Car,31836
1049,Auto Loan,14271.85,0.019,62,Car,23324
1050,Auto Loan,50347,0.039,74,Car,34493
1051,Auto Loan,30000,0.025,62,Car,37824
1052,Auto Loan,45325.78,0.035,74,Car,30294
1053,Auto Loan,14743.15,0.0425,62,Car,32470
1054,Auto Loan,34853.27,0.0875,74,Car,25712
1055,Auto Loan,18475.72,0.0415,49,Car,21961
1056,Auto Loan,36616,0.0575,74,Car,28399
1057,Auto Loan,11827.69,0.019,67,Car,26422
1058,Auto Loan,18464.14,0.029,50,Car,31836
1059,Auto Loan,39233.98,0.029,73,Car,31133
1060,Auto Loan,18283.5,0.059,73,Car,20559
1061,Auto Loan,43108.56,0,74,Car,37078
1062,Auto Loan,16897.7,0.019,62,Car,21445
1063,Auto Loan,50195.78,0.029,62,Car,45017
1064,Auto Loan,32831.22,0.035,62,Car,30397
1065,Auto Loan,19153.2,0,61,Car,24267
1066,Auto Loan,25413,0.009,49,Car,46092
1067,Auto Loan,19000.09,0.025,49,Car,28684
1068,Auto Loan,20389.75,0.035,61,Car,28588
1069,Auto Loan,15465.19,0.045,73,Car,18587
1070,Auto Loan,36647.25,0.019,61,Car,40045
1071,Auto Loan,26026.13,0.029,73,Car,30887
1072,Auto Loan,25587.72,0.029,62,Car,28868
1073,Auto Loan,35927.26,0.019,62,Car,33297
1074,Auto Loan,25800,0.019,62,Car,30735
1075,Auto Loan,8753.98,0.019,37,Car,26039
1076,Auto Loan,38705.49,0.039,74,Car,40224
1077,Auto Loan,42451,0.019,62,Car,38116
1078,Auto Loan,24768.05,0.035,73,Car,27146
1079,Auto Loan,32317.92,0.039,73,Car,33147
1080,Auto Loan,34499,0.019,61,Car,44235
